position,rank,KDA,KP,csmin,damageDealtToChampions,damageDealtToObjectives,damageDealtToTurrets,visionScore,visionWardsBoughtInGame
BOTTOM_DUO_CARRY,BRONZE_I,3.608541131813838,0.47284580996113984,5.513937721207493,22309.303712364806,9879.449283835136,4924.567580329638,15.286173633440514,0.3770602387965732
BOTTOM_DUO_CARRY,BRONZE_II,3.461335680897964,0.46534537610272375,5.336912000159469,22107.501632379248,9381.211203041144,4700.419186046512,14.909279964221824,0.33982558139534885
BOTTOM_DUO_CARRY,BRONZE_III,3.412728191051042,0.4637403937803023,5.208427771690387,22340.216632418113,9264.156866628704,4637.503354707732,14.785595801044787,0.3161347825010522
BOTTOM_DUO_CARRY,BRONZE_IV,3.3606704275825523,0.4581133145928588,5.005440332225913,22218.18941687508,9026.231999473477,4557.720119784125,14.18724496511781,0.2637883375016454
BOTTOM_DUO_CARRY,BRONZE_V,3.0583800094880376,0.44649219753031893,4.721064694933426,21379.31544308964,8214.986735370645,4127.780215295138,13.510331105555839,0.23177388908729146
BOTTOM_DUO_CARRY,CHALLENGER_I,4.298186365725343,0.5518144937122271,7.730189789558687,20807.58574610245,11689.910913140311,6105.665924276169,19.271714922048996,1.3630289532293987
BOTTOM_DUO_CARRY,DIAMOND_I,3.8523872604340497,0.5196689234363888,7.0316487367545255,20522.559031877212,11448.321723730814,5533.237308146399,18.834710743801654,1.0351239669421488
BOTTOM_DUO_CARRY,DIAMOND_II,3.843269323648349,0.5111624531834398,6.924219710216891,21050.66108506363,11906.421131949095,5609.755358338915,18.632618888144677,0.9650033489618218
BOTTOM_DUO_CARRY,DIAMOND_III,3.7280719280906385,0.5089152573421062,6.8335746347780315,21522.541334661353,11689.879357569722,5488.398530876494,18.749750996015937,0.9566733067729084
BOTTOM_DUO_CARRY,DIAMOND_IV,3.6699055533234732,0.5071108261723868,6.757252852817537,22072.45296302027,11615.98011759245,5418.690855639796,18.241451338387744,0.8773789261952654
BOTTOM_DUO_CARRY,DIAMOND_V,3.6206157256672533,0.5041510173402454,6.684258841168751,22536.183077146172,11456.108734532096,5373.005099574632,18.109193735498838,0.7541569992266048
BOTTOM_DUO_CARRY,GOLD_I,3.724930111548265,0.4989249614208473,6.455951807906563,23130.36989581841,11519.054669750496,5427.760689358741,17.657715373436766,0.6081011932783429
BOTTOM_DUO_CARRY,GOLD_II,3.6148883962590252,0.49415390427005873,6.3859780653606935,22947.539171387856,11210.880035452365,5270.426905564631,17.48095304299468,0.5941746897918042
BOTTOM_DUO_CARRY,GOLD_III,3.5678214643384685,0.4926330787449804,6.3475488561741535,23023.60512535703,11101.738720512007,5235.020945731514,17.282859938643817,0.5693562890087803
BOTTOM_DUO_CARRY,GOLD_IV,3.5506454870845996,0.48882953879075786,6.283280765614462,22890.95743054931,10950.619527105997,5175.16043333633,17.209003865863526,0.560741256855165
BOTTOM_DUO_CARRY,GOLD_V,3.510087415627656,0.4854715248095538,6.187119097381754,22825.98110958792,10660.877890084708,5116.77470127266,16.892586037565987,0.5338421246470516
BOTTOM_DUO_CARRY,MASTER_I,4.045648864889422,0.5237838861115848,7.2119723972963605,20687.404554263565,11607.326550387597,5760.546027131783,20.003875968992247,1.3420542635658914
BOTTOM_DUO_CARRY,PLATINUM_I,3.8489543004121023,0.508243436586246,6.676961057249557,22554.430514791522,12157.492615886327,5696.271744700675,18.040251572327044,0.7458653622175635
BOTTOM_DUO_CARRY,PLATINUM_II,3.6595036098543967,0.5005470456821113,6.610127555249049,22322.737645793346,11603.30116212853,5376.48682850695,18.058992259506887,0.7242106595237593
BOTTOM_DUO_CARRY,PLATINUM_III,3.5335773918714883,0.49760408680487245,6.54638417601739,22451.38661623958,11322.547950756407,5263.249189564681,17.73491046619327,0.6902979314603273
BOTTOM_DUO_CARRY,PLATINUM_IV,3.540926583417546,0.4962480462327968,6.50085709193802,22846.97155910908,11362.223072529983,5276.099105273177,17.93382828859699,0.6505425471159337
BOTTOM_DUO_CARRY,PLATINUM_V,3.5079644669536023,0.4943631239266371,6.4441172122484325,23022.251706674673,11101.912598890298,5204.304635376824,17.637545874446843,0.6177048735850336
BOTTOM_DUO_CARRY,SILVER_I,3.7853228174112106,0.48971397421892504,6.1765566061532065,22897.914188720646,11100.924135004503,5379.058549560646,16.81201420010557,0.5188937993562343
BOTTOM_DUO_CARRY,SILVER_II,3.5633836559136274,0.48285055619183365,6.0467274635028945,22505.099854016607,10518.248605583176,5094.923262315627,16.431484210381345,0.48905813168803625
BOTTOM_DUO_CARRY,SILVER_III,3.4874236693355196,0.47910721145469265,5.927662679445312,22434.281010852326,10163.60288933674,4956.050514914158,16.204802171850435,0.4670101736233751
BOTTOM_DUO_CARRY,SILVER_IV,3.4135609980473474,0.474412931993439,5.767899781724518,22325.3748458993,9927.699292758889,4836.547195367246,15.892243057357902,0.4324065663119647
BOTTOM_DUO_CARRY,SILVER_V,3.3519912739251465,0.47003914027460764,5.590389690424387,22120.146191767504,9538.655204369194,4697.193871582769,15.50070262592196,0.398711725877143
BOTTOM_DUO_CARRY,UNRANKED,3.2726018606102953,0.4555515042149814,5.588715217425079,19799.520295509254,8855.108450236574,4222.155391383747,14.759774217647546,0.3679754295675272
BOTTOM_DUO_SUPPORT,BRONZE_I,4.203982015679721,0.5010973747788305,0.999439038148824,10594.694524769804,2486.694600867514,1187.9112890951983,30.27309565482079,1.1560573776729322
BOTTOM_DUO_SUPPORT,BRONZE_II,4.007573166390877,0.4945118053901755,1.0246386805829142,11021.605977184878,2471.6881493353444,1179.4307532761384,28.328896012067503,1.0302441783727727
BOTTOM_DUO_SUPPORT,BRONZE_III,3.863705602012671,0.4874535824324717,1.0406740721075818,11344.956220493093,2505.90562161217,1208.2258261933905,27.346432942822172,0.9372923588039868
BOTTOM_DUO_SUPPORT,BRONZE_IV,3.7422656362288755,0.47653162722199877,1.072386933168825,11750.700501804737,2551.414473105027,1216.6119376705697,25.685183554890394,0.7908853478886052
BOTTOM_DUO_SUPPORT,BRONZE_V,3.3803164105148658,0.45847236639520783,1.0901230117740985,11705.770889246734,2455.112676686348,1177.0145374843441,23.147521918053318,0.6642959384505278
BOTTOM_DUO_SUPPORT,CHALLENGER_I,4.267422689922691,0.5850467760071733,0.9575337738375086,8452.708108108109,2154.9837837837836,929.7972972972973,54.6027027027027,6.6567567567567565
BOTTOM_DUO_SUPPORT,DIAMOND_I,4.901829433378164,0.5872531507773088,0.9194804913605764,8614.460534898892,2476.465101108937,1108.2583170254404,49.4559686888454,4.792889758643184
BOTTOM_DUO_SUPPORT,DIAMOND_II,4.866976523009403,0.5799829295030231,0.9395459139475926,8523.01163396423,2519.462927591596,1113.356485500955,48.62163570064247,4.258204549400937
BOTTOM_DUO_SUPPORT,DIAMOND_III,4.723172737586952,0.5709444441685292,0.917063978404328,8852.285912123883,2571.251038650384,1152.4313231776407,47.8413697595367,3.9720508623945614
BOTTOM_DUO_SUPPORT,DIAMOND_IV,4.78401298335592,0.564990831914751,0.900932705144871,8939.299380481132,2458.673907796283,1129.7978920267117,47.57888808431893,3.638345804167672
BOTTOM_DUO_SUPPORT,DIAMOND_V,4.65551417428306,0.5574528497163025,0.9256715648024048,9221.816522414558,2465.4987516644474,1122.1243064802486,45.986101864181094,3.220955392809587
BOTTOM_DUO_SUPPORT,GOLD_I,4.697574069594668,0.5462299861714303,0.9207372541324432,9692.87642251417,2555.597785491454,1195.2681796212487,42.79702535260776,2.4694186915066565
BOTTOM_DUO_SUPPORT,GOLD_II,4.54510959880176,0.5399934405056975,0.9352613595423388,9694.354454168586,2480.6809949332105,1151.28200829111,42.394675264854904,2.4026531552280055
BOTTOM_DUO_SUPPORT,GOLD_III,4.4930652843041745,0.5371998413549132,0.9452807793972953,9999.354669585759,2505.0930028230687,1171.4459439995392,41.47780434406867,2.264216166388201
BOTTOM_DUO_SUPPORT,GOLD_IV,4.445502102625492,0.5333664786699105,0.960157717855735,10151.144815746204,2481.47528774543,1166.158163265306,40.27484524615534,2.1103467453332043
BOTTOM_DUO_SUPPORT,GOLD_V,4.373826685982097,0.5287938818273515,0.9634601285678526,10228.628038364797,2493.055125901766,1177.3334088836066,38.81581027667984,1.9473506730423726
BOTTOM_DUO_SUPPORT,MASTER_I,4.746365455483341,0.5837702085197908,0.9103941391707392,8487.379746835442,2423.4182489451478,1144.9129746835442,48.49841772151899,5.32964135021097
BOTTOM_DUO_SUPPORT,PLATINUM_I,4.9647241895373675,0.5591508561078223,0.8998904541510945,9048.088704156478,2629.182738386308,1196.9506112469437,46.11564792176039,3.2530562347188265
BOTTOM_DUO_SUPPORT,PLATINUM_II,4.693574401082229,0.5547807646385982,0.9023642882791828,9132.459643956632,2503.336612680141,1139.2233971355909,45.01030651853835,2.936130816936599
BOTTOM_DUO_SUPPORT,PLATINUM_III,4.525413226653517,0.5491488803511816,0.9230742402241409,9399.074525745258,2477.695788703919,1129.8809523809523,44.70791930141524,2.766227900374242
BOTTOM_DUO_SUPPORT,PLATINUM_IV,4.527581822573505,0.5463947568040146,0.9532721721458497,9849.104985313148,2516.967175400037,1148.0901957562187,44.56202370437319,2.6705215372922786
BOTTOM_DUO_SUPPORT,PLATINUM_V,4.4760534283,0.5433621965073743,0.9464115106368898,10001.250123932801,2492.5870008262186,1151.7560341503718,43.09746075461305,2.4859597906912696
BOTTOM_DUO_SUPPORT,SILVER_I,4.601698660669458,0.5293239110828004,0.9425034703222658,9868.746426210544,2537.6142063295324,1223.4739402578086,38.479352586349364,1.900718889439762
BOTTOM_DUO_SUPPORT,SILVER_II,4.3486526175261,0.5231733858416603,0.9712824841344977,10171.948713921873,2483.101766437014,1180.6409837968495,36.76832157757096,1.731313117518931
BOTTOM_DUO_SUPPORT,SILVER_III,4.211357081410336,0.5169625868872376,0.9787655600454161,10383.203906033837,2452.6486054217476,1163.2019759618304,35.223321478462154,1.6021352265135207
BOTTOM_DUO_SUPPORT,SILVER_IV,4.1093483650045215,0.5101551087486824,1.0026267430645996,10629.205238084027,2446.564769685982,1158.686468413741,33.51365245304639,1.4468696286878104
BOTTOM_DUO_SUPPORT,SILVER_V,3.9549832524721107,0.5019571901425809,1.002315768157,10668.485570125586,2417.327777161709,1139.0298023342853,31.408215741177123,1.2802874885642206
BOTTOM_DUO_SUPPORT,UNRANKED,3.629491666122838,0.4804478362860829,0.8871778451281898,8751.798235636106,2061.7221506028663,973.6346401759308,31.55006192967822,1.295139152195344
JUNGLE_NONE,BRONZE_I,3.362214776575892,0.4673998078356686,1.5263403668690272,16034.827277225002,10208.51743536181,1824.7198248217983,20.012863503930514,0.5310501530060653
JUNGLE_NONE,BRONZE_II,3.1360818453241546,0.4575791643005844,1.5243218880211105,16046.095209727722,10099.769632407051,1759.9209973017487,19.557802151592668,0.4762939341906998
JUNGLE_NONE,BRONZE_III,2.9749256197974643,0.44998223006198174,1.5616848900415485,16427.96412645724,10026.78669839429,1756.0758463476575,19.035393629146753,0.40492711311963847
JUNGLE_NONE,BRONZE_IV,2.897172577863161,0.4437194941900221,1.5968677859047753,16703.20906049154,10121.577570228437,1790.010013720723,18.181619045326528,0.36030137447945504
JUNGLE_NONE,BRONZE_V,2.524998593055349,0.42237995706008813,1.610852817817546,16081.677905710798,9219.285308963743,1636.2365477879318,16.525782719144864,0.2909834713470357
JUNGLE_NONE,CHALLENGER_I,4.426773101820002,0.5861240020741619,1.5619144448551965,15351.662288930582,10669.634146341463,2442.1294559099438,28.619136960600375,3.303939962476548
